TransactionID,TransactionLineID,Date,DateKey,CustomerID,ProductID,StoreID,PromotionID,QuantitySold,UnitPrice,DiscountAmount,COGS
11165,4095,21-08-2024,20240821,C0205,P058,ST10,PROMO00,4,2.87,0.0,8.4
11166,4096,2024-05-07,20240507,C0261,P005,ST07,PROMO00,4,5.43,0.0,16.4
11167,4097,2024-05-28,20240528,C0015,P045,ST08,PROMO00,3,2.84,0.0,6.6
11167,4098,2024-05-28,20240528,C0015,P001,ST08,PROMO00,3,1.63,0.0,3.6
11167,4099,2024-05-28,20240528,C0015,P048,ST08,PROMO00,5,1.67,0.0,6.5
11167,4100,2024-05-28,20240528,C0015,P054,ST08,PROMO00,4,2.15,0.0,5.6
11168,4101,2023-05-19,20230519,C0376,P028,ST03,PROMO00,6,1.49,0.0,6.6
11168,4102,2023-05-19,20230519,C0376,P007,ST03,PROMO00,5,1.49,0.0,5.5
11169,4103,09/07/2023,20230709,C0343,P011,ST03,PROMO00,5,2.54,0.0,9.5
11170,4104,23/09/2023,20230923,C0211,P045,ST08,PROMO00,2,2.84,0.0,4.4
11170,4105,2023-09-23,20230923,C0211,P005,ST08,PROMO00,6,5.72,0.0,24.6
11170,4106,2023-09-23,20230923,C0211,P037,ST08,PROMO00,5,6.43,0.0,25.0
11171,4107,2022-05-14,20220514,C0240,P021,ST04,PROMO00,5,1.39,0.0,4.5
11172,4108,2022-07-11,20220711,C0325,P059,ST11,PROMO00,3,1.8,0.0,3.9
11172,4109,2022-07-11,20220711,C0325,P050,ST11,PROMO00,2,2.52,0.0,4.0
11172,4110,2022-07-11,20220711,C0325,P040,ST11,PROMO00,5,10.24,0.0,39.0
11172,4111,2022-07-11,20220711,C0325,P003,ST11,PROMO00,3,2.4,0.0,5.4
11172,4112,11/07/2022,20220711,C0325,P038,ST11,PROMO00,7,18.25,0.0,87.5
11173,4113,2023-04-24,20230424,C0276,P017,ST04,PROMO00,2,5.4,0.0,7.0
11173,4114,2023-04-24,20230424,C0276,P049,ST04,PROMO00,4,2.19,0.0,6.0
11173,4115,2023-04-24,20230424,C0276,P015,ST04,PROMO00,5,3.62,0.0,14.0
11173,4116,2023-04-24,20230424,C0276,P019,ST04,PROMO00,1,4.29,0.0,3.1
11173,4117,2023-04-24,20230424,C0276,P013,ST04,PROMO00,5,2.51,0.0,9.0
11174,4118,2024-11-25,20241125,C0310,P016,ST09,PROMO00,5,2.91,0.0,11.0
11174,4119,2024-11-25,20241125,C0310,P048,ST09,PROMO00,7,1.82,0.0,9.1
11175,4120,2024-11-05,20241105,C0398,P052,ST07,PROMO00,5,1.05,0.0,4.0
11175,4121,2024-11-05,20241105,C0398,P025,ST07,PROMO00,3,4.04,0.0,8.4
11175,4122,2024-11-05,20241105,C0398,P014,ST07,PROMO00,6,4.0,0.0,15.6
11176,4123,01/12/2022,20221201,C0325,P052,ST09,PROMO00,6,1.17,0.0,4.8
11176,4124,2022-12-01,20221201,C0325,P054,ST09,PROMO00,1,1.87,0.0,1.4
11176,4125,2022-12-01,20221201,C0325,P056,ST09,PROMO00,7,6.48,0.0,33.6
11176,4126,2022-12-01,20221201,C0325,P054,ST09,PROMO00,8,1.95,0.0,11.2
11176,4127,01/12/2022,20221201,C0325,P052,ST09,PROMO00,4,1.0,0.0,3.2
11177,4128,2023-11-28,20231128,C0070,P033,ST05,PROMO00,8,9.53,0.0,57.6
11177,4129,2023-11-28,20231128,C0070,P047,ST05,PROMO00,7,2.37,0.0,11.2
11177,4130,2023-11-28,20231128,C0070,P029,ST05,PROMO00,5,1.83,0.0,6.5
11177,4131,28/11/2023,20231128,C0070,P045,ST05,PROMO00,1,3.42,0.0,2.2
11177,4132,2023-11-28,20231128,C0070,P004,ST05,PROMO00,2,4.95,0.0,6.4
11178,4133,15-06-2022,20220615,C0494,P052,ST01,PROMO00,5,1.22,0.0,4.0
11178,4134,2022-06-15,20220615,C0494,P029,ST01,PROMO00,2,1.78,0.0,2.6
11179,4135,2024-06-04,20240604,C0167,P035,ST12,PROMO19,7,13.43,16.92,59.5
11180,4136,2023-08-23,20230823,C0289,P012,ST05,PROMO00,4,2.29,0.0,6.8
11180,4137,2023-08-23,20230823,C0289,P040,ST05,PROMO00,7,11.32,0.0,54.6
11180,4138,23-08-2023,20230823,C0289,P060,ST05,PROMO00,5,2.18,0.0,8.0
11180,4139,23/08/2023,20230823,C0289,P051,ST05,PROMO00,7,1.32,0.0,6.65
11180,4140,2023-08-23,20230823,C0289,P015,ST05,PROMO00,8,3.84,0.0,22.4
11180,4141,23/08/2023,20230823,C0289,P048,ST05,PROMO00,5,2.04,0.0,6.5
11181,4142,2024-08-23,20240823,C0275,P011,ST12,PROMO00,6,2.91,0.0,11.4
11181,4143,23-08-2024,20240823,C0275,P055,ST12,PROMO00,3,1.5,0.0,3.3
11181,4144,23-08-2024,20240823,C0275,P016,ST12,PROMO00,6,3.42,0.0,13.2
11181,4145,2024-08-23,20240823,C0275,P012,ST12,PROMO00,7,2.65,0.0,11.9
11181,4146,2024-08-23,20240823,C0275,P005,ST12,PROMO00,7,6.22,0.0,28.7
11182,4147,2023-05-16,20230516,C0209,P056,ST12,PROMO00,1,7.13,0.0,4.8
11182,4148,2023-05-16,20230516,C0209,P015,ST12,PROMO00,1,4.21,0.0,2.8
11182,4149,2023-05-16,20230516,C0209,P055,ST12,PROMO00,3,1.54,0.0,3.3
11182,4150,2023-05-16,20230516,C0209,P006,ST12,PROMO00,4,2.88,0.0,9.2
11182,4151,16/05/2023,20230516,C0209,P056,ST12,PROMO00,6,6.25,0.0,28.8
11183,4152,2024-07-30,20240730,C0269,P049,ST06,PROMO00,8,1.9,0.0,12.0
11183,4153,30/07/2024,20240730,C0269,P010,ST06,PROMO00,1,3.32,0.0,2.1
11183,4154,2024-07-30,20240730,C0269,P020,ST06,PROMO00,5,3.84,0.0,14.5
11183,4155,30/07/2024,20240730,C0269,P050,ST06,PROMO00,7,3.02,0.0,14.0
11184,4156,2022-05-28,20220528,C0494,P013,ST11,PROMO00,4,2.48,0.0,7.2
11184,4157,2022-05-28,20220528,C0494,P046,ST11,PROMO00,1,7.74,0.0,5.5
11185,4158,2024-07-03,20240703,C0144,P030,ST05,PROMO00,8,2.34,0.0,12.0
11185,4159,2024-07-03,20240703,C0144,P009,ST05,PROMO00,7,2.67,0.0,14.0
11185,4160,03-07-2024,20240703,C0144,P045,ST05,PROMO00,1,3.14,0.0,2.2
11186,4161,2024-09-27,20240927,C0136,P050,ST08,PROMO00,6,2.93,0.0,12.0
11186,4162,2024-09-27,20240927,C0136,P019,ST08,PROMO00,6,4.03,0.0,18.6
11186,4163,27/09/2024,20240927,C0136,P048,ST08,PROMO00,8,1.98,0.0,10.4
11186,4164,2024-09-27,20240927,C0136,P049,ST08,PROMO00,4,2.13,0.0,6.0
11187,4165,2023-07-31,20230731,C0136,P002,ST01,PROMO00,8,1.65,0.0,9.44
11187,4166,2023-07-31,20230731,C0136,P029,ST01,PROMO00,6,1.72,0.0,7.8
11188,4167,2024-08-22,20240822,C0334,P004,ST04,PROMO00,1,4.88,0.0,3.2
11188,4168,22/08/2024,20240822,C0334,P055,ST04,PROMO00,5,1.66,0.0,5.5
11189,4169,02-01-2024,20240102,C0260,P017,ST12,PROMO10,6,4.67,0.0,21.0
11189,4170,2024-01-02,20240102,C0260,P042,ST12,PROMO10,7,2.48,0.0,12.6
11189,4171,2024-01-02,20240102,C0260,P013,ST12,PROMO10,3,2.84,0.0,5.4
11189,4172,2024-01-02,20240102,C0260,P044,ST12,PROMO10,1,1.4,0.0,0.9
11189,4173,02/01/2024,20240102,C0260,P055,ST12,PROMO10,2,1.4,0.0,2.2
11189,4174,2024-01-02,20240102,C0260,P038,ST12,PROMO10,6,19.23,0.0,75.0
11190,4175,2024-10-24,20241024,C0303,P026,ST10,PROMO00,6,1.52,0.0,5.7
11190,4176,24/10/2024,20241024,C0303,P057,ST10,PROMO00,6,4.13,0.0,17.4
11190,4177,2024-10-24,20241024,C0303,P060,ST10,PROMO00,5,2.23,0.0,8.0
11190,4178,2024-10-24,20241024,C0303,P031,ST10,PROMO00,8,7.69,0.0,44.0
11190,4179,2024-10-24,20241024,C0303,P042,ST10,PROMO00,7,2.57,0.0,12.6
11190,4180,2024-10-24,20241024,C0303,P030,ST10,PROMO00,7,2.08,0.0,10.5
11191,4181,25/02/2024,20240225,C0454,P046,ST09,PROMO00,1,8.3,0.0,5.5
11191,4182,2024-02-25,20240225,C0454,P022,ST09,PROMO00,6,2.01,0.0,9.6
11192,4183,2022-12-03,20221203,C0120,P047,ST12,PROMO00,3,2.32,0.0,4.8
11193,4184,2023-08-09,20230809,C0162,P054,ST01,PROMO00,8,2.08,0.0,11.2
11193,4185,2023-08-09,20230809,C0162,P059,ST01,PROMO00,3,1.66,0.0,3.9
11193,4186,2023-08-09,20230809,C0162,P057,ST01,PROMO00,2,4.16,0.0,5.8
11194,4187,22/09/2023,20230922,C0445,P014,ST08,PROMO00,2,3.48,0.0,5.2
11194,4188,22/09/2023,20230922,C0445,P011,ST08,PROMO00,5,2.68,0.0,9.5
11195,4189,06-01-2022,20220106,C0168,P017,ST04,PROMO00,5,4.5,0.0,17.5
11195,4190,2022-01-06,20220106,C0168,P044,ST04,PROMO00,3,1.41,0.0,2.7
11195,4191,06-01-2022,20220106,C0168,P042,ST04,PROMO00,4,2.78,0.0,7.2
11195,4192,06-01-2022,20220106,C0168,P048,ST04,PROMO00,7,1.81,0.0,9.1
11195,4193,2022-01-06,20220106,C0168,P031,ST04,PROMO00,5,7.06,0.0,27.5
11196,4194,2024-01-21,20240121,C0259,P013,ST02,PROMO00,1,2.34,0.0,1.8
11196,4195,2024-01-21,20240121,C0259,P058,ST02,PROMO00,7,3.19,0.0,14.7
11196,4196,2024-01-21,20240121,C0259,P014,ST02,PROMO00,6,3.83,0.0,15.6
11196,4197,2024-01-21,20240121,C0259,P039,ST02,PROMO00,6,7.67,0.0,33.6
11196,4198,2024-01-21,20240121,C0259,P052,ST02,PROMO00,5,1.2,0.0,4.0
11196,4199,2024-01-21,20240121,C0259,P059,ST02,PROMO00,3,2.07,0.0,3.9
11197,4200,2024-01-10,20240110,C0430,P025,ST09,PROMO00,8,3.84,0.0,22.4
11198,4201,25/02/2023,20230225,C0301,P020,ST02,PROMO00,2,4.18,0.0,5.8
11198,4202,2023-02-25,20230225,C0301,P004,ST02,PROMO00,4,5.08,0.0,12.8
11199,4203,2024-02-28,20240228,C0133,P046,ST04,PROMO00,3,7.48,0.0,16.5
11199,4204,28/02/2024,20240228,C0133,P057,ST04,PROMO00,6,4.21,0.0,17.4
11200,4205,2022-04-17,20220417,C0377,P012,ST10,PROMO00,2,2.43,0.0,3.4
11201,4206,2023-08-28,20230828,C0045,P047,ST02,PROMO00,7,2.05,0.0,11.2
11201,4207,28/08/2023,20230828,C0045,P042,ST02,PROMO00,6,2.48,0.0,10.8
11201,4208,2023-08-28,20230828,C0045,P021,ST02,PROMO00,4,1.14,0.0,3.6
11202,4209,2022-01-22,20220122,C0226,P006,ST08,PROMO00,2,3.59,0.0,4.6
11202,4210,2022-01-22,20220122,C0226,P027,ST08,PROMO00,6,3.66,0.0,15.0
11202,4211,22/01/2022,20220122,C0226,P021,ST08,PROMO00,8,1.25,0.0,7.2
11202,4212,22/01/2022,20220122,C0226,P048,ST08,PROMO00,5,1.77,0.0,6.5
11202,4213,2022-01-22,20220122,C0226,P036,ST08,PROMO00,3,13.13,0.0,27.0
11203,4214,01-07-2023,20230701,C0079,P006,ST06,PROMO20,2,2.89,2.02,4.6
11203,4215,2023-07-01,20230701,C0079,P048,ST06,PROMO20,7,2.07,5.07,9.1
11203,4216,01/07/2023,20230701,C0079,P002,ST06,PROMO20,1,1.84,0.64,1.18
11203,4217,2023-07-01,20230701,C0079,P047,ST06,PROMO20,3,2.09,2.19,4.8
11203,4218,2023-07-01,20230701,C0079,P008,ST06,PROMO20,7,3.45,8.45,16.8
11203,4219,2023-07-01,20230701,C0079,P009,ST06,PROMO20,3,2.98,3.13,6.0
11204,4220,2024-04-03,20240403,C0333,P037,ST03,PROMO00,7,7.92,0.0,35.0
11204,4221,03-04-2024,20240403,C0333,P018,ST03,PROMO00,8,5.51,0.0,30.4
11204,4222,2024-04-03,20240403,C0333,P001,ST03,PROMO00,1,1.65,0.0,1.2
11204,4223,03/04/2024,20240403,C0333,P041,ST03,PROMO00,6,1.21,0.0,5.1
11204,4224,2024-04-03,20240403,C0333,P030,ST03,PROMO00,1,2.24,0.0,1.5
11205,4225,2024-08-06,20240806,C0287,P040,ST05,PROMO00,8,11.76,0.0,62.4
11205,4226,2024-08-06,20240806,C0287,P030,ST05,PROMO00,2,1.95,0.0,3.0
11205,4227,06-08-2024,20240806,C0287,P012,ST05,PROMO00,1,2.32,0.0,1.7
11206,4228,2022-02-17,20220217,C0477,P059,ST12,PROMO00,7,1.63,0.0,9.1
11206,4229,17/02/2022,20220217,C0477,P002,ST12,PROMO00,3,1.8,0.0,3.54
11207,4230,07-05-2024,20240507,C0434,P057,ST06,PROMO00,8,3.89,0.0,23.2
11207,4231,2024-05-07,20240507,C0434,P039,ST06,PROMO00,6,7.08,0.0,33.6
11207,4232,07-05-2024,20240507,C0434,P006,ST06,PROMO00,6,3.23,0.0,13.8
11208,4233,2022-03-14,20220314,C0462,P022,ST02,PROMO00,6,2.24,0.0,9.6
11208,4234,2022-03-14,20220314,C0462,P032,ST02,PROMO00,8,8.73,0.0,46.4
11208,4235,2022-03-14,20220314,C0462,P059,ST02,PROMO00,4,1.66,0.0,5.2
11208,4236,2022-03-14,20220314,C0462,P027,ST02,PROMO00,3,3.9,0.0,7.5
11209,4237,2022-06-30,20220630,C0410,P056,ST02,PROMO00,4,6.93,0.0,19.2
11209,4238,2022-06-30,20220630,C0410,P054,ST02,PROMO00,5,2.08,0.0,7.0
11209,4239,2022-06-30,20220630,C0410,P049,ST02,PROMO00,1,1.99,0.0,1.5
11209,4240,2022-06-30,20220630,C0410,P049,ST02,PROMO00,5,2.32,0.0,7.5
11209,4241,2022-06-30,20220630,C0410,P049,ST02,PROMO00,6,2.26,0.0,9.0
11209,4242,2022-06-30,20220630,C0410,P037,ST02,PROMO00,5,6.79,0.0,25.0
11210,4243,2023-06-16,20230616,C0415,P047,ST08,PROMO00,1,2.54,0.0,1.6
11210,4244,16/06/2023,20230616,C0415,P036,ST08,PROMO00,4,13.1,0.0,36.0
11210,4245,2023-06-16,20230616,C0415,P027,ST08,PROMO00,8,3.31,0.0,20.0
11210,4246,16/06/2023,20230616,C0415,P047,ST08,PROMO00,4,2.07,0.0,6.4
11210,4247,16/06/2023,20230616,C0415,P052,ST08,PROMO00,5,1.24,0.0,4.0
11211,4248,2024-12-18,20241218,C0395,P054,ST12,PROMO00,6,1.94,0.0,8.4
11211,4249,18-12-2024,20241218,C0395,P011,ST12,PROMO00,6,2.89,0.0,11.4
11211,4250,2024-12-18,20241218,C0395,P012,ST12,PROMO00,3,2.44,0.0,5.1
11211,4251,2024-12-18,20241218,C0395,P001,ST12,PROMO00,2,1.72,0.0,2.4
11212,4252,27/03/2022,20220327,C0460,P033,ST07,PROMO00,6,10.08,0.0,43.2
11212,4253,2022-03-27,20220327,C0460,P054,ST07,PROMO00,7,1.99,0.0,9.8
11212,4254,27/03/2022,20220327,C0460,P002,ST07,PROMO00,7,1.59,0.0,8.26
11212,4255,27/03/2022,20220327,C0460,P018,ST07,PROMO00,5,5.51,0.0,19.0
11212,4256,2022-03-27,20220327,C0460,P010,ST07,PROMO00,2,2.79,0.0,4.2
11213,4257,2024-09-05,20240905,C0460,P044,ST06,PROMO00,6,1.31,0.0,5.4
11213,4258,05/09/2024,20240905,C0460,P040,ST06,PROMO00,8,10.5,0.0,62.4
11213,4259,2024-09-05,20240905,C0460,P006,ST06,PROMO00,2,3.44,0.0,4.6
11214,4260,2022-11-17,20221117,C0228,P049,ST07,PROMO00,2,2.32,0.0,3.0
11214,4261,2022-11-17,20221117,C0228,P040,ST07,PROMO00,8,10.91,0.0,62.4
11214,4262,2022-11-17,20221117,C0228,P027,ST07,PROMO00,6,3.81,0.0,15.0
11215,4263,11/06/2024,20240611,C0455,P034,ST05,PROMO19,7,5.73,7.22,30.1
11215,4264,2024-06-11,20240611,C0455,P004,ST05,PROMO19,4,4.39,3.16,12.8
11215,4265,2024-06-11,20240611,C0455,P054,ST05,PROMO19,2,1.94,0.7,2.8
11215,4266,2024-06-11,20240611,C0455,P049,ST05,PROMO19,6,2.18,2.35,9.0
11216,4267,2023-07-30,20230730,C0065,P018,ST03,PROMO00,4,5.16,0.0,15.2
11216,4268,2023-07-30,20230730,C0065,P025,ST03,PROMO00,7,4.04,0.0,19.6
11216,4269,2023-07-30,20230730,C0065,P017,ST03,PROMO00,7,5.18,0.0,24.5
11216,4270,30/07/2023,20230730,C0065,P041,ST03,PROMO00,1,1.14,0.0,0.85
11216,4271,30/07/2023,20230730,C0065,P020,ST03,PROMO00,1,3.7,0.0,2.9
11217,4272,2024-06-17,20240617,C0124,P026,ST12,PROMO00,7,1.52,0.0,6.65
11217,4273,17/06/2024,20240617,C0124,P021,ST12,PROMO00,5,1.21,0.0,4.5
11217,4274,2024-06-17,20240617,C0124,P038,ST12,PROMO00,3,19.53,0.0,37.5
11217,4275,17/06/2024,20240617,C0124,P032,ST12,PROMO00,5,9.14,0.0,29.0
11217,4276,2024-06-17,20240617,C0124,P045,ST12,PROMO00,3,3.13,0.0,6.6
11218,4277,2023-02-27,20230227,C0474,P055,ST07,PROMO00,5,1.62,0.0,5.5
11218,4278,27/02/2023,20230227,C0474,P010,ST07,PROMO00,6,2.93,0.0,12.6
11218,4279,2023-02-27,20230227,C0474,P010,ST07,PROMO00,6,3.17,0.0,12.6
11218,4280,27/02/2023,20230227,C0474,P057,ST07,PROMO00,6,4.61,0.0,17.4
11218,4281,27/02/2023,20230227,C0474,P042,ST07,PROMO00,4,2.6,0.0,7.2
11218,4282,2023-02-27,20230227,C0474,P030,ST07,PROMO00,6,2.33,0.0,9.0
11219,4283,2022-11-22,20221122,C0094,P017,ST07,PROMO00,4,5.53,0.0,14.0
11219,4284,2022-11-22,20221122,C0094,P033,ST07,PROMO00,5,9.73,0.0,36.0
11219,4285,22/11/2022,20221122,C0094,P040,ST07,PROMO00,1,12.02,0.0,7.8
11219,4286,2022-11-22,20221122,C0094,P051,ST07,PROMO00,2,1.39,0.0,1.9
11220,4287,2024-01-29,20240129,C0079,P018,ST02,PROMO00,5,4.88,0.0,19.0
11220,4288,2024-01-29,20240129,C0079,P022,ST02,PROMO00,4,2.38,0.0,6.4
11220,4289,2024-01-29,20240129,C0079,P035,ST02,PROMO00,3,12.17,0.0,25.5
11220,4290,2024-01-29,20240129,C0079,P050,ST02,PROMO00,6,2.96,0.0,12.0
11220,4291,2024-01-29,20240129,C0079,P028,ST02,PROMO00,6,1.52,0.0,6.6
11220,4292,2024-01-29,20240129,C0079,P031,ST02,PROMO00,1,7.57,0.0,5.5
11221,4293,2023-03-07,20230307,C0428,P015,ST11,PROMO00,7,4.03,0.0,19.6
11221,4294,2023-03-07,20230307,C0428,P056,ST11,PROMO00,7,7.35,0.0,33.6
11221,4295,07/03/2023,20230307,C0428,P001,ST11,PROMO00,5,1.82,0.0,6.0
11222,4296,2024-04-09,20240409,C0124,P014,ST12,PROMO01,6,3.79,3.41,15.6
11222,4297,09-04-2024,20240409,C0124,P043,ST12,PROMO01,1,0.9,0.14,0.7
11222,4298,09/04/2024,20240409,C0124,P030,ST12,PROMO01,8,2.33,2.8,12.0
11223,4299,2023-06-23,20230623,C0340,P053,ST04,PROMO00,5,7.76,0.0,26.0
11224,4300,2024-01-19,20240119,C0493,P022,ST08,PROMO00,7,2.14,0.0,11.2
11224,4301,2024-01-19,20240119,C0493,P047,ST08,PROMO00,8,2.17,0.0,12.8
11224,4302,2024-01-19,20240119,C0493,P042,ST08,PROMO00,6,2.54,0.0,10.8
11224,4303,19-01-2024,20240119,C0493,P016,ST08,PROMO00,3,3.16,0.0,6.6
11224,4304,2024-01-19,20240119,C0493,P002,ST08,PROMO00,6,1.68,0.0,7.08
11225,4305,12/01/2024,20240112,C0051,P027,ST09,PROMO00,7,3.16,0.0,17.5
11225,4306,2024-01-12,20240112,C0051,P050,ST09,PROMO00,5,2.94,0.0,10.0
11225,4307,12/01/2024,20240112,C0051,P011,ST09,PROMO00,4,2.52,0.0,7.6
11225,4308,2024-01-12,20240112,C0051,P041,ST09,PROMO00,5,1.19,0.0,4.25
11225,4309,12-01-2024,20240112,C0051,P017,ST09,PROMO00,7,5.36,0.0,24.5
11225,4310,12-01-2024,20240112,C0051,P046,ST09,PROMO00,2,7.36,0.0,11.0
11226,4311,2024-09-28,20240928,C0415,P016,ST12,PROMO00,5,2.85,0.0,11.0
11226,4312,2024-09-28,20240928,C0415,P022,ST12,PROMO00,1,2.29,0.0,1.6
11226,4313,2024-09-28,20240928,C0415,P024,ST12,PROMO00,7,1.52,0.0,8.4
11226,4314,2024-09-28,20240928,C0415,P053,ST12,PROMO00,7,6.68,0.0,36.4
11226,4315,2024-09-28,20240928,C0415,P044,ST12,PROMO00,1,1.33,0.0,0.9
11226,4316,2024-09-28,20240928,C0415,P048,ST12,PROMO00,1,2.05,0.0,1.3
11227,4317,2023-07-07,20230707,C0018,P045,ST10,PROMO00,3,3.48,0.0,6.6
11227,4318,07/07/2023,20230707,C0018,P026,ST10,PROMO00,3,1.22,0.0,2.85
11227,4319,07/07/2023,20230707,C0018,P050,ST10,PROMO00,4,2.97,0.0,8.0
11227,4320,2023-07-07,20230707,C0018,P028,ST10,PROMO00,8,1.53,0.0,8.8
11228,4321,2024-05-27,20240527,C0123,P057,ST08,PROMO00,6,4.34,0.0,17.4
11228,4322,2024-05-27,20240527,C0123,P004,ST08,PROMO00,8,4.14,0.0,25.6
11228,4323,2024-05-27,20240527,C0123,P050,ST08,PROMO00,2,3.18,0.0,4.0
11229,4324,2022-08-07,20220807,C0314,P004,ST04,PROMO11,8,5.02,4.02,25.6
11229,4325,07/08/2022,20220807,C0314,P020,ST04,PROMO11,4,4.06,1.62,11.6
11230,4326,05/10/2023,20231005,C0365,P037,ST08,PROMO00,7,7.02,0.0,35.0
11230,4327,2023-10-05,20231005,C0365,P045,ST08,PROMO00,5,3.15,0.0,11.0
11230,4328,05-10-2023,20231005,C0365,P055,ST08,PROMO00,1,1.63,0.0,1.1
11230,4329,2023-10-05,20231005,C0365,P015,ST08,PROMO00,6,4.26,0.0,16.8
11230,4330,2023-10-05,20231005,C0365,P053,ST08,PROMO00,3,7.21,0.0,15.6
11230,4331,05-10-2023,20231005,C0365,P055,ST08,PROMO00,6,1.44,0.0,6.6
11231,4332,2024-08-22,20240822,C0485,P046,ST10,PROMO00,2,7.15,0.0,11.0
11231,4333,2024-08-22,20240822,C0485,P025,ST10,PROMO00,7,4.42,0.0,19.6
11231,4334,22/08/2024,20240822,C0485,P044,ST10,PROMO00,3,1.43,0.0,2.7
11232,4335,25/06/2023,20230625,C0337,P006,ST11,PROMO20,2,3.35,2.34,4.6
11232,4336,25/06/2023,20230625,C0337,P052,ST11,PROMO20,3,1.24,1.3,2.4
11232,4337,2023-06-25,20230625,C0337,P026,ST11,PROMO20,6,1.34,2.81,5.7
11232,4338,2023-06-25,20230625,C0337,P025,ST11,PROMO20,6,4.19,8.8,16.8
11233,4339,2023-10-12,20231012,C0147,P034,ST05,PROMO00,2,6.57,0.0,8.6
11234,4340,03-12-2023,20231203,C0110,P059,ST02,PROMO00,8,1.71,0.0,10.4
11234,4341,03/12/2023,20231203,C0110,P010,ST02,PROMO00,1,2.78,0.0,2.1
11234,4342,03-12-2023,20231203,C0110,P007,ST02,PROMO00,4,1.55,0.0,4.4
11234,4343,03/12/2023,20231203,C0110,P020,ST02,PROMO00,2,4.17,0.0,5.8
11235,4344,2022-06-14,20220614,C0196,P009,ST05,PROMO00,3,2.52,0.0,6.0
11235,4345,2022-06-14,20220614,C0196,P016,ST05,PROMO00,4,2.94,0.0,8.8
11235,4346,2022-06-14,20220614,C0196,P007,ST05,PROMO00,2,1.45,0.0,2.2
11235,4347,2022-06-14,20220614,C0196,P025,ST05,PROMO00,1,3.69,0.0,2.8
11235,4348,2022-06-14,20220614,C0196,P026,ST05,PROMO00,5,1.34,0.0,4.75
11235,4349,2022-06-14,20220614,C0196,P001,ST05,PROMO00,7,1.78,0.0,8.4
11236,4350,2023-05-01,20230501,C0194,P048,ST08,PROMO00,6,1.63,0.0,7.8
11236,4351,2023-05-01,20230501,C0194,P054,ST08,PROMO00,2,2.06,0.0,2.8
11237,4352,2022-10-29,20221029,C0145,P034,ST01,PROMO00,7,6.22,0.0,30.1
11237,4353,29/10/2022,20221029,C0145,P025,ST01,PROMO00,4,3.54,0.0,11.2
11237,4354,29/10/2022,20221029,C0145,P025,ST01,PROMO00,5,4.14,0.0,14.0
11237,4355,2022-10-29,20221029,C0145,P028,ST01,PROMO00,8,1.49,0.0,8.8
11237,4356,2022-10-29,20221029,C0145,P003,ST01,PROMO00,6,2.7,0.0,10.8
11238,4357,11/02/2022,20220211,C0402,P051,ST07,PROMO00,1,1.51,0.0,0.95
11238,4358,2022-02-11,20220211,C0402,P042,ST07,PROMO00,1,2.39,0.0,1.8
11238,4359,2022-02-11,20220211,C0402,P008,ST07,PROMO00,8,3.57,0.0,19.2
11239,4360,2024-02-05,20240205,C0294,P010,ST09,PROMO06,7,2.97,10.4,14.7
11239,4361,2024-02-05,20240205,C0294,P008,ST09,PROMO06,6,3.77,11.31,14.4
11239,4362,05/02/2024,20240205,C0294,P058,ST09,PROMO06,7,3.16,11.06,14.7
11239,4363,2024-02-05,20240205,C0294,P011,ST09,PROMO06,7,2.9,10.15,13.3
11239,4364,2024-02-05,20240205,C0294,P037,ST09,PROMO06,1,7.21,3.6,5.0
11240,4365,20/07/2023,20230720,C0006,P050,ST09,PROMO20,6,2.88,6.05,12.0
11240,4366,2023-07-20,20230720,C0006,P013,ST09,PROMO20,2,2.25,1.57,3.6
11241,4367,2023-10-31,20231031,C0246,P022,ST02,PROMO00,5,2.21,0.0,8.0
11241,4368,2023-10-31,20231031,C0246,P023,ST02,PROMO00,2,1.01,0.0,1.6
11241,4369,2023-10-31,20231031,C0246,P004,ST02,PROMO00,2,4.17,0.0,6.4
11242,4370,2023-11-08,20231108,C0263,P046,ST06,PROMO00,8,7.97,0.0,44.0
11242,4371,08-11-2023,20231108,C0263,P052,ST06,PROMO00,8,1.03,0.0,6.4
11242,4372,2023-11-08,20231108,C0263,P032,ST06,PROMO00,1,7.64,0.0,5.8
11242,4373,2023-11-08,20231108,C0263,P059,ST06,PROMO00,1,2.03,0.0,1.3
11242,4374,2023-11-08,20231108,C0263,P059,ST06,PROMO00,7,1.63,0.0,9.1
11243,4375,2023-04-20,20230420,C0324,P014,ST11,PROMO00,4,3.66,0.0,10.4
11243,4376,2023-04-20,20230420,C0324,P036,ST11,PROMO00,8,13.66,0.0,72.0
11243,4377,2023-04-20,20230420,C0324,P043,ST11,PROMO00,7,1.09,0.0,4.9
11244,4378,2023-09-28,20230928,C0483,P054,ST06,PROMO00,8,2.08,0.0,11.2
11244,4379,2023-09-28,20230928,C0483,P006,ST06,PROMO00,8,3.49,0.0,18.4
11244,4380,28/09/2023,20230928,C0483,P017,ST06,PROMO00,7,5.29,0.0,24.5
11244,4381,2023-09-28,20230928,C0483,P059,ST06,PROMO00,8,2.03,0.0,10.4
11244,4382,2023-09-28,20230928,C0483,P008,ST06,PROMO00,1,3.25,0.0,2.4
11244,4383,28-09-2023,20230928,C0483,P003,ST06,PROMO00,5,2.69,0.0,9.0
11245,4384,2023-03-21,20230321,C0278,P023,ST02,PROMO00,7,1.01,0.0,5.6
